objectid,filename,youtubeid,title,creator,date,description,subject,location,latitude,longitude,identifier,source,type,format,language,rights,rightsstatement,top_category,sub_category
59,urbanism.jpg,,Environment and urbanism in the Ottoman Empire,Mehmet Genç Gönüllüsü,2016,Environment and urbanism in the Ottoman Empire,Proje;Şehircilik;Eserleri,"Ankara,Çankaya;Çevre ve Şehircilik Bakanlığı",39.92579047,32.85605541,MG-59,"Fehmi Yılmaz Proje Yürütücüsü, Mehmet Genç Proje Baş Dnaışmanı, T.C. Çevre ve Şehircilik Bakanlığı",Görüntü,image/jpg,eng,,,Akademik,Yazılı Eserler
273,kristallale.jpg,,Kristal Lale Ödülleri,Mehmet Genç Gönüllüsü,2016,Kristal Lale Ödülleri,Ödül Töreni,İstanbul,41.1292562,28.88335172,MG-273,Anonim,Görüntü,image/jpg,tr,https://www.canligaste.com/tarihci-mehmet-genc-vefat-etti/31428/,,Görsel Arşiv,Fotoğraflar
307,zeyrek.jpg,,Zeyrek Gezisi,Mehmet Genç Gönüllüsü,2016,Zeyrek Gezisi,Gezi;Yunus Uğur,"İstanbul,Zeyrek",41.01797865,28.9569942,MG-307,Beyza Topuz Demir,Görüntü,image/jpg,tr,,,Görsel Arşiv,Fotoğraflar
308,zeyrek1.jpg,,Zeyrek Gezisi,Mehmet Genç Gönüllüsü,2016,Zeyrek Gezisi,Gezi;Yunus Uğur,"İstanbul,Zeyrek",41.01797865,28.9569942,MG-308,Beyza Topuz Demir,Görüntü,image/jpg,tr,,,Görsel Arşiv,Fotoğraflar
309,zeyrek2.jpg,,Zeyrek Gezisi,Mehmet Genç Gönüllüsü,2016,Zeyrek Gezisi,Gezi;Yunus Uğur,"İstanbul,Zeyrek",41.01797865,28.9569942,MG-309,Beyza Topuz Demir,Görüntü,image/jpg,tr,,,Görsel Arşiv,Fotoğraflar
310,zeyrek3.jpg,,Zeyrek Gezisi,Mehmet Genç Gönüllüsü,2016,Zeyrek Gezisi,Gezi;Yunus Uğur,"İstanbul,Zeyrek",41.01797865,28.9569942,MG-310,Beyza Topuz Demir,Görüntü,image/jpg,tr,,,Görsel Arşiv,Fotoğraflar
311,zeyrek4.jpg,,Zeyrek Gezisi,Mehmet Genç Gönüllüsü,2016,Zeyrek Gezisi,Gezi;Yunus Uğur,"İstanbul,Zeyrek",41.01797865,28.9569942,MG-311,Beyza Topuz Demir,Görüntü,image/jpg,tr,,,Görsel Arşiv,Fotoğraflar
313,sehir16.jpg,,İstanbul Şehir Üniversitesi,Mehmet Genç Gönüllüsü,2016,İstanbul Şehir Üniversitesi,Biyografi,"İstanbul,Altunizade;İstanbul Şehir Üniversitesi",41.025594,29.045055,MG-313,Beyza Topuz Demir,Görüntü,image/jpg,tr,,,Biyografik,Hayat Hikayesi
64,zekat.pdf,,İktisadî Açıdan Osmanlı’da Zekât Uygulamaları ,Mehmet Genç Gönüllüsü,2017,İktisadî Açıdan Osmanlı’da Zekât Uygulamaları ,Bildiri;İktisat;Zekat,İstanbul,41.1292562,28.88335172,MG-64,"Tarihte ve Günümüzde Zekât Uygulamaları Milletlerarası Tartışmalı İlmî Toplantı, 03-04 Aralık 2016, Ensar Neşriyat, 255-261",Döküman,application/pdf,tr,http://isamveri.org/pdfdrg/G00202/2017/2017_KAYAS1.pdf,,Akademik,Konferans ve Bildiriler
224,söyleşi.jpg,7FePAARZ-Fc,Osmanlı'da İktisat Kültürü,Mehmet Genç Gönüllüsü,2017,Osmanlı'da İktisat Kültürü,Söyleşi;Kişiler;Mehmet Genç;İktisat;İktisadi Düşünce,"İstanbul,Üsküdar;Mavera Eğitim ve Sağlık Vakfı",41.02069033,29.07188532,MG-224,Mavera Eğitim ve Sağlık Vakfı,Video,video/mp4,tr,https://www.youtube.com/watch?v=7FePAARZ-Fc,,Görsel Arşiv,Video Kayıtları
171,konferans.jpg,fzMn9O6jIKs,Osmanlı Sisteminin Temel Özellikleri,Mehmet Genç Gönüllüsü,2018,Osmanlı Sisteminin Temel Özellikleri,Konferans,"İstanbul,Küçükçekmece;Avrasya Bir Vakfı",40.98997722,28.77099519,MG-171,Avrasya Bir Vakfı,Video,video/mp4,tr,https://www.youtube.com/watch?v=fzMn9O6jIKs,,Görsel Arşiv,Video Kayıtları
226,söyleşi.jpg,,Mehmet Genç ile Hayatını ve İlim Yolculuğu,Mehmet Genç Gönüllüsü,2018,Mehmet Genç ile Hayatını ve İlim Yolculuğu,Söyleşi;Kişiler;Mehmet Genç,İstanbul,41.1292562,28.88335172,MG-226,Dünya bizim,Görüntü,image/jpg,tr,https://www.dunyabizim.com/soylesi/mehmet-genc-in-hayati-ve-ilim-yolculugu-h28074.html,,Biyografik,Aile Arşivi
298,mezuniyet.jpg,,İstanbul Şehir Üniversitesi Mezuniyet Buluşması,Mehmet Genç Gönüllüsü,2018,İstanbul Şehir Üniversitesi Mezuniyet Buluşması,Öğrenci Buluşması;İstanbul Şehir Üniversitesi,"İstanbul,Dragos;İstanbul Şehir Üniversitesi",40.9039918,29.1542861,MG-298,Anonim,Görüntü,image/jpg,tr,,,Görsel Arşiv,Fotoğraflar
301,ders2018.jpg,,İstanbul Şehir Üniversitesi Paleografya Dersi,Mehmet Genç Gönüllüsü,2018,İstanbul Şehir Üniversitesi Paleografya Dersi,Ders;İstanbul Şehir Üniversitesi,"İstanbul,Altunizade;İstanbul Şehir Üniversitesi",41.025594,29.045055,MG-301,Anonim,Görüntü,image/jpg,tr,,,Görsel Arşiv,Fotoğraflar
302,paleografi2018.jpg,,İstanbul Şehir Üniversitesi Paleografya Dersi,Mehmet Genç Gönüllüsü,2018,İstanbul Şehir Üniversitesi Paleografya Dersi,Ders;İstanbul Şehir Üniversitesi,"İstanbul,Altunizade;İstanbul Şehir Üniversitesi",41.025594,29.045055,MG-302,Anonim,Görüntü,image/jpg,tr,,,Görsel Arşiv,Fotoğraflar
264,kadem.png,,Kadem Semineri,Mehmet Genç Gönüllüsü,2019,Kadem Semineri,Seminer,İstanbul,41.1292562,28.88335172,MG-264,KADEM,Görüntü,image/png,tr,https://www.kademvakfi.org/Etkinlikler/misafirlerimiz/mehmet-genc-16-14,,Akademik,Konferans ve Bildiriler
265,kadem2.png,,Kadem Semineri,Mehmet Genç Gönüllüsü,2019,Kadem Semineri,Seminer,İstanbul,41.1292562,28.88335172,MG-265,KADEM,Görüntü,image/png,tr,https://www.kademvakfi.org/Etkinlikler/misafirlerimiz/mehmet-genc-16-14,,Akademik,Konferans ve Bildiriler
267,anadolu.jpg,,Halil İnalcık Anma Programı,Mehmet Genç Gönüllüsü,2019,Halil İnalcık Anma Programı,Anma Programı;İlber Ortaylı;Özer Ergenç,İstanbul,41.1292562,28.88335172,MG-267,Anadolu Ajansı,Görüntü,image/jpg,tr,,,Akademik,Röportaj ve Söyleşiler
296,istanbuldersi.jpg,,İstanbul Şehir Üniversitesi İstanbul Tarihi Dersi 2019-Bahar,Mehmet Genç Gönüllüsü,2019,İstanbul Şehir Üniversitesi İstanbul Tarihi Dersi 2019-Bahar,Ders;Yunus Uğur;İstanbul Şehir Üniversitesi,"İstanbul,Altunizade;İstanbul Şehir Üniversitesi",41.025594,29.045055,MG-296,Anonim,Görüntü,image/jpg,tr,,,Görsel Arşiv,Fotoğraflar
299,nimet.jpg,,İstanbul Şehir Üniversitesi Paleografya Dersi,Mehmet Genç Gönüllüsü,2019,İstanbul Şehir Üniversitesi Paleografya Dersi,Ders;Fehmi Yılmaz;İstanbul Şehir Üniversitesi,"İstanbul,Altunizade;İstanbul Şehir Üniversitesi",41.025594,29.045055,MG-299,Nimet İpek Twitter Hesabı,Görüntü,image/jpg,tr,,,Görsel Arşiv,Fotoğraflar
300,ders19.jpg,,İstanbul Şehir Üniversitesi Paleografya Dersi,Mehmet Genç Gönüllüsü,2019,İstanbul Şehir Üniversitesi Paleografya Dersi,Ders;İstanbul Şehir Üniversitesi,"İstanbul,Altunizade;İstanbul Şehir Üniversitesi",41.025594,29.045055,MG-300,Anonim,Görüntü,image/jpg,tr,,,Görsel Arşiv,Fotoğraflar
303,iftar.jpg,,İstanbul Şehir Üniversitesi Tarih Bölümü İftar Programı,Mehmet Genç Gönüllüsü,2019,İstanbul Şehir Üniversitesi Tarih Bölümü İftar Programı,Öğrenci Buluşması;İstanbul Şehir Üniversitesi,"İstanbul,Dragos;İstanbul Şehir Üniversitesi",40.9039918,29.1542861,MG-303,Anonim,Görüntü,image/jpg,tr,,,Görsel Arşiv,Fotoğraflar
338,karpat.jpeg,,Kemal Karpat'ı Anma Toplantısı,Mehmet Genç Gönüllüsü,2019,Kemal Karpat'ı Anma Toplantısı,Toplantı;Kişiler;Kemal Karpat,"İstanbul,Dragos",40.9039918,29.1542861,MG-338,Büşranur Bekman,Görüntü,image/jpeg,tr,,,Görsel Arşiv,Fotoğraflar
282,twitter2.jpg,,Mehmet Genç Evinde,Mehmet Genç Gönüllüsü,2020,Mehmet Genç Evinde,Biyografi,"İstanbul,Koşuyolu",41.0136581,29.0367041,MG-282,Zeynep Çiğdem Hanım Twitter Hesabı,Görüntü,image/jpg,tr,,,Biyografik,Hayat Hikayesi
283,twitter3.jpg,,Mehmet Genç Çalışırken,Mehmet Genç Gönüllüsü,2020,Mehmet Genç Çalışırken,Biyografi,Yalova,40.6549287,29.283525,MG-283,Zeynep Çiğdem Hanım Twitter Hesabı,Görüntü,image/jpg,tr,,,Biyografik,Hayat Hikayesi
284,twitter4.jpg,,Mehmet Genç Evinde,Mehmet Genç Gönüllüsü,2020,Mehmet Genç Evinde,Biyografi,"İstanbul,Koşuyolu",41.0136581,29.0367041,MG-284,Zeynep Çiğdem Hanım Twitter Hesabı,Görüntü,image/jpg,tr,,,Biyografik,Hayat Hikayesi
285,twitter5.jpg,,Mehmet Genç Evinde,Mehmet Genç Gönüllüsü,2020,Mehmet Genç Evinde,Biyografi,"İstanbul,Koşuyolu",41.0136581,29.0367041,MG-285,Zeynep Çiğdem Hanım Twitter Hesabı,Görüntü,image/jpg,tr,,,Biyografik,Hayat Hikayesi
286,twitter6.jpg,,Mehmet Genç,Mehmet Genç Gönüllüsü,2020,Mehmet Genç,Biyografi,Yalova,40.6549287,29.283525,MG-286,Zeynep Çiğdem Hanım Twitter Hesabı,Görüntü,image/jpg,tr,,,Biyografik,Hayat Hikayesi
51,konusmalar.pdf,,Osmanlı Ekonomisine Dair Konuşmalar I,Mehmet Genç Gönüllüsü,2021,Osmanlı Ekonomisine Dair Konuşmalar I,Kitap;İktisat;Eserleri,İstanbul,41.1292562,28.88335172,MG-51,Ötüken Yayınları,Döküman,application/pdf,tr,https://www.otuken.com.tr,,Akademik,Yazılı Eserler
227,söyleşi.jpg,,Söyleşi,Mehmet Genç Gönüllüsü,2021,Söyleşi,Söyleşi;Kişiler;Mehmet Genç,İstanbul,41.1292562,28.88335172,MG-227,Dünya bizim,Görüntü,image/jpg,tr,https://www.dunyabizim.com/soylesi/mehmet-genc-osmanlilar-toprak-ve-emek-gibi-sermayeyi-de-kontrol-ediyorlar-h835.html,,Biyografik,Aile Arşivi
328,bilig.pdf,,In Memoriam: Mehmet Genç,Mehmet Genç Gönüllüsü,2021,Vefatının ardından Bilig Dergisinde yayınlanan Murat Çizakça'nın yazısı,Vefeyat;Murat Çizakça,İstanbul,41.1292562,28.88335172,MG-328,Bilig,Döküman,application/pdf,eng,http://bilig.yesevi.edu.tr/,,Biyografik,Vefeyat ve Anma
337,mustafaozel.jpg,,Mustafa Özel ile Mehmet Genç,Mehmet Genç Gönüllüsü,2021,Mustafa Özel ile Mehmet Genç,Biyografi;Mustafa Özel,İstanbul,41.1292562,28.88335172,MG-337,Mustafa Özel Twitter Hesabı,Görüntü,image/jpg,tr,https://twitter.com/MustafaOzelden/status/1390251939091341318?s=20,,Biyografik,Hayat Hikayesi
349,dergah.pdf,,Mehmet Genç için,Mehmet Genç Gönüllüsü,2021,Vefatının ardından Dergâh Dergisinde yayınlanan İdris Bostan'ın yazısı,Vefeyat;İdris Bostan,İstanbul ,41.1292562,28.88335172,MG-349,Dergah Dergisi,Döküman,application/pdf,tr,https://www.dergah.com.tr/dergi/dergah-dergisi,,Biyografik,Vefeyat ve Anma
392,evangeliabaltavefeyat.pdf,,Farewell to Mehmet Genç,Sabri Garip,2021,"Vefatının ardından Prof. Dr. Evangelia Balta tarafından yazılan, Osmanlı Araştırmaları dergisinde yayınlanan vefeyat yazısı. ",Vefeyat;Evangelia Balta,İstanbul,41.1292562,28.88335172,MG-392,Osmanlı Araştırmaları,Döküman,application/pdf,eng,https://dergipark.org.tr/tr/pub/oa/article/1042043,,Biyografik,Vefeyat ve Anma
393,şevketpamukvefeyat.pdf,,Mehmet Genç (1934-2021): Bir Büyük İmparatorluğun İktisat Tarihçisi,Sabri Garip,2021,"Vefatının ardından Prof. Dr. Şevket Pamuk tarafından yazılan, Osmanlı Araştırmaları dergisinde yayınlanan vefeyat yazısı. ",Vefeyat;Şevket Pamuk,İstanbul,41.1292562,28.88335172,MG-393,Osmanlı Araştırmaları,Döküman,application/pdf,tr,https://dergipark.org.tr/tr/pub/oa/article/1041981,,Biyografik,Vefeyat ve Anma
394,seyfikenanvefeyat.pdf,,Zarif Bir Alim - Düşünür: Mehmet Hoca'nın Ardından,Sabri Garip,2021,"Vefatının ardından Prof. Dr. Seyfi Kenan tarafından yazılan, Osmanlı Araştırmaları dergisinde yayınlanan vefeyat yazısı. ",Vefeyat;Seyfi Kenan,İstanbul,41.1292562,28.88335172,MG-394,Osmanlı Araştırmaları,Döküman,application/pdf,tr,https://dergipark.org.tr/tr/pub/oa/article/1042063,,Biyografik,Vefeyat ve Anma
396,kenanyıldızvefayat.pdf,,Mehmet Genç (1934-2021),Mehmet Ali Çiftçi,2021,"Vefatının ardından Doç. Dr. Kenan Yıldız tarafından yazılan, İslam Araştırmaları Dergisinde yayınlanan vefeyat",Vefeyat;Kenan Yıldız,İstanbul,41.1292562,28.88335172,MG-396,"İslam Araştırmaları Dergisi 46, 243–259.",Döküman,application/pdf,tr,https://dergipark.org.tr/en/download/article-file/1907610,,Biyografik,Vefeyat ve Anma
397,beşirayvazoğlubiyografidenemesi.pdf,,“Hac Yolunda Bir Karınca” Mehmet Genç İçin Bir Biyografi Denemesi,Mehmet Ali Çiftçi,2021,"Beşir Ayvazoğlu tarafından yazılan, İslam Araştırmaları Dergisinde yayınlanan biyografi denemesi",Biyografi;Vefeyat;Beşir Ayvazoğlu;Makale,İstanbul,41.1292562,28.88335172,MG-397,İslam Araştırmaları Dergisi 46 141–161.,Döküman,application/pdf,tr,https://dergipark.org.tr/en/download/article-file/1907563,,Biyografik,Aile Arşivi
434,abdulkadirbuluşmetodoloji.pdf,,Mehmet Genç'in Metodolojik Yaklaşımı ve Çağdaş Bilim Felsefesindeki Konumuna Dair Bazı Düşünceler,Sabri Garip,2022,Abdulkadir Buluş'un Mehmet Genç'in metodolojik yaklaşımı hakkındaki yazısı.,Makale;Metedolojik Yaklaşım;Bilim Felsefesi,"İstanbul,Güngören",41.01575,28.877315,MG-435,Mehmet Genç Anısına Osmanlı İktisat Tarihi Çalışmaları I,Döküman,application/pdf,tr,https://makale.isam.org.tr/handle/123456789/104077,,Akademik,Yazılı Eserler
439,HacYolunda_Ayvazoglu_Kitap.jpg,,Hac yolunda bir karınca: Mehmet Genç,Mehmet Genç Gönüllüsü,2022,"Beşir Ayvazoğlu'nun Kitabı, Türk Kültürüne Hizmet Vakfı",Kitap;Biyografi;Beşir Ayvazoğlu,Türk Kültürüne Hizmet Vakfı,41.0033939,28.9734387,MG-440,Türk Kültürüne Hizmet Vakfı’,Görüntü,image/jpg,tr,https://www.tkhv.org.tr/eser-detay/mehmet-genc-hac-yolunda-bir-karinca,,Biyografik,Aile Arşivi
442,OSMANLI SEMPOZYUMU CALISMA_DGT.pdf,,Mehmet Genç Anısına Osmanlı İktisat Tarihi Çalışmaları I,Mehmet Genç Gönüllüsü,2022,Fehmi Yılmaz editörlüğünde 747 sayfalık Sempozyum Kitabı,Kitap;Marmara;Güngören;Fehmi Yılmaz;Yunus Uğur;Ali Çifçi;Abdullah Tok;Oğuz Satır;Serdar Oğuzhan Çaycıoğlu;Yüksel Çelik;Murat Uluskan;Davut Hut;Bülent Bakar;Selim Karahasanoğlu;Ömerül Faruk Bölükbaşı;Murat Arısal,Marmara Üniversitesi,40.985221,29.052657,MG-443,Sempozyum Web Stiesi,Döküman,application/pdf,tr,https://uoits.gungoren.bel.tr/OSMANLI%20SEMPOZYUMU%20CALISMA_DGT.pdf,,Biyografik,Aile Arşivi
400,sosyologca.pdf,,"Mehmet Genç - Baykan Sezer İlişkisi ve ""Osmanlı İktisadi Dünya Görüşünün İlkeleri"" Üzerine",Mehmet Ali Çiftçi,2023,"Mehmet Genç ve Baykan Sezer arasındaki akademik ve teorik yaklaşımları göstermek üzerine Hayati Tüfekçioğlu tarafından yazılmış, Sosyologca dergisinde yayınlanan yazı",Hayati Tüfekçioğlu,"İstanbul,Eyüp",41.0505186,28.9318181,MG-400,"Sosyologca 26, 149-162",Döküman,application/pdf,tr,https://sosyologca.org/files/sosyologca/81ae5d8f-201e-4441-9447-047120ef21cb.pdf,,Biyografik,Aile Arşivi
433,,,Katkı ve Teklifleriyle Osmanlı Tarihçiliğinde Mehmet Genç,Sabri Garip,2023,"Abdullah Mesud Küçükkalay tarafından yazılan, Türkiye Günlüğü dergisinde yayınlanan Mehmet Genç hakkındaki yazı.",Makale;Osmanlı Tarihçiliği;Biyografi,İstanbul,41.1292562,28.88335172,MG-434,Türkiye Günlüğü Dergisi,Döküman,application/pdf,tr,https://makale.isam.org.tr/handle/123456789/107491,,Akademik,Yazılı Eserler
404,abdullahtok.pdf,,Mehmet Genç ve Osmanlı Sosyo Ekonomi Tarihi İle Alakalı Çalışmaları,Hamdi Sefa Keskin,2024,Mehmet Genç ve Osmanlı Sosyo Ekonomi Tarihi İle Alakalı Çalışmaları,Kitap Bölümü;İktisat;Abdullah Tok,"İstanbul,Küçükçekmece",41.04437,28.7893,MG-404,İZÜ Yayınları,Döküman,application/pdf,tr,https://openaccess.izu.edu.tr/entities/publication/8c8d9eb7-60e6-4244-883a-28ce0a91f852,,Akademik,Yazılı Eserler
391,oktayözel1.jpg,,"Mehmet Genç: ""Alimin Ölümü""",Sabri Garip,2025,"Oktay Özel'in Dün Sancısı kitabında yer alan, Mehmet Genç'in vefatı üzerine 19 Mart 2021'de kaleme aldığı ""Alimin Ölümü"" başlıklı manzume. ",Kitap bölümü;Kişiler;Oktay Özel;Vefeyat,İstanbul ,41.1292562,28.88335172,MG-391,İletişim Yayınları,Görüntü,image/jpg,tr,,,Biyografik,Vefeyat ve Anma
440,AhmetCihan.jpg,,Mehmet Genç'in izindeki yolcu: Ahmet Cihan,Mehmet Genç Gönüllüsü,2025,Mehmet Ali Talayhan tarafından Ahmet Cihan Hakkında yazılan kitap. Ahmet Cihan'ın Mehmet Genç ile bağı vurgulanıyor. ,Kitap;Biyografi;Mehmet Ali Talayhan;Ahmet Cihan;Talebeler,Babıali Kültür Yayıncılığı,41.067126,28.868606,MG-441,Babıali Kültür Yayıncılığı,Görüntü,image/jpg,tr,https://www.bky.com.tr/urun/mehmet-genc-in-izindeki-yolcu-ahmet-cihan-mehmet-ali-talayhan-9786256572317,,Akademik,Yazılı Eserler
89,seminer.jpg,,Osmanlı Maliyesinde Malikâne Sistemi,Mehmet Genç Gönüllüsü,1973-07-08,Osmanlı Maliyesinde Malikâne Sistemi,Seminer;İktisat;İktisadi Sistem;Maliye,"Ankara,Çankaya;Hacettepe Üniversitesi",39.87094089,32.73469016,MG-89,"Hacettepe Üniversitesi, Türkiye İktisat Tarihi Semineri, Metinler/Tartışmalar",Görüntü,image/jpg,tr,https://www.hacettepe.edu.tr,,Akademik,Konferans ve Bildiriler
128,konferans.jpg,,A Comparative Study of The Life-Term Tax Ferming Data and The Volume of Commercial and Industrial Activities in the Ottoman Empire in the Second Half of the 18th Century,Mehmet Genç Gönüllüsü,1976-03-22,A Comparative Study of The Life-Term Tax Ferming Data and The Volume of Commercial and Industrial Activities in the Ottoman Empire in the Second Half of the 18th Century,Konferans;İktisat;Maliye;Vergi;Sanayii;Ticaret;Yüzyıllar;18.Yy,"Almanya,Hamburg",53.58388343,9.982977785,MG-128,"AIESEE, South Eastern European and Balkan Cities Confronting the Industrial Revolution in the Western Europe",Görüntü,image/jpg,eng,https://www.aiesee.org,,Akademik,Konferans ve Bildiriler
33,calisma.pdf,,18. Yüzyıla Ait Osmanlı Mali Verilerinin İktisadi Faaliyetin Göstergesi Olarak Kullanılabilirliği Üzerinde Bir Çalışma,Mehmet Genç Gönüllüsü,1981-02,18. Yüzyıla Ait Osmanlı Mali Verilerinin İktisadi Faaliyetin Göstergesi Olarak Kullanılabilirliği Üzerinde Bir Çalışma,Makale;İktisat;İktisadi Faaliyet;Maliye;Yüzyıllar;18.Yy;Eserleri,İstanbul,41.1292562,28.88335172,MG-33,"Türk Dünyası Araştırmaları Dergisi, 2/10: 33-77",Döküman,application/pdf,tr,https://dergipark.org.tr/tr/pub/tda,,Akademik,Yazılı Eserler
162,konferans.jpg,,Osmanlı İktisadi Dünya Görüşünün Prensipleri ve Sonuçları,Mehmet Genç Gönüllüsü,1983-08-04,Osmanlı İktisadi Dünya Görüşünün Prensipleri ve Sonuçları,Konferans;İktisat;İktisadi Düşünce,"Almanya,Münih",48.14644027,11.58095358,MG-162,IV. Internationaler Kongress für Türkische Wirtschafts und Sozialgeschichte (1071-1920),Görüntü,image/jpg,tr,,,Akademik,Konferans ve Bildiriler
161,konferans.jpg,,War and Economy in the Eighteenth Century Ottoman Empire,Mehmet Genç Gönüllüsü,1983-08-24,War and Economy in the Eighteenth Century Ottoman Empire,Konferans;İktisat;Devlet;Savaş;Yüzyıllar;18.Yy,"ABD,New Jersey;Princeton Üniversitesi",40.34296332,-74.65526702,MG-161,"Princeton Universitesi, Third International Congress on the Economic and Social History of Turkey",Görüntü,image/jpg,eng,https://www.princeton.edu,,Akademik,Konferans ve Bildiriler
100,konferans.jpg,,18. Yüzyılda Osmanlı Ekonomisinde Değişmeler,Mehmet Genç Gönüllüsü,1983-12-15,18. Yüzyılda Osmanlı Ekonomisinde Değişmeler,Konferans;İktisat;Yüzyıllar;18.Yy,"Gürcistan,Tiflis",41.72103861,44.81822888,MG-100,"Academy of Seciences of Soviet Union, Oriental Institute",Görüntü,image/jpg,tr,,,Akademik,Konferans ve Bildiriler
35,savas.pdf,,18. Yüzyılda Osmanlı Ekonomisi ve Savaş,Mehmet Genç Gönüllüsü,1984-05,18. Yüzyılda Osmanlı Ekonomisi ve Savaş,Makale;İktisat;Devlet;Savaş;Yüzyıllar;18.Yy;Eserleri,İstanbul,41.1292562,28.88335172,MG-35,"Yapıt, Toplumsal Araştırmalar Dergisi, 49, Mayıs: 52-61",Döküman,application/pdf,tr,,,Akademik,Yazılı Eserler
69,arsiv.pdf,,Osmanlı Arşivlerinden Yararlanma Yöntemi,Mehmet Genç Gönüllüsü,1985-05,Osmanlı Arşivlerinden Yararlanma Yöntemi,Bildiri;Tarihçilik;Kaynaklar;Arşiv,İstanbul,41.1292562,28.88335172,MG-69,"Osmanlı Arşivleri ve Osmanlı Araştırmaları Sempozyumu (Mayıs 1985), Türk-Arap İlişkileri İncelemeleri Vakfı, 155-162",Döküman,application/pdf,tr,,,Akademik,Konferans ve Bildiriler
101,konferans.jpg,,17-19. Yüzyıllarda Ticaret Merkezi Olarak Tokat,Mehmet Genç Gönüllüsü,1986-07-02,17-19. Yüzyıllarda Ticaret Merkezi Olarak Tokat,Konferans;Ticaret;Şehirler;Tokat;Yüzyıllar;17.Yy;19.Yy,Tokat,40.32408029,36.54827912,MG-101,Türk Tarihinde ve Kültüründe Tokat Sempozyumu,Görüntü,image/jpg,tr,,,Akademik,Konferans ve Bildiriler
106,konferans.jpg,,Kültür ve Kalkınma,Mehmet Genç Gönüllüsü,1990-01-13,Kültür ve Kalkınma,Konferans;Kalkınma;Kültür,İstanbul,41.1292562,28.88335172,MG-106,"Türkiye Mimar ve Mühendis Odalar Birliği, Kalkınma Kültür ve Demokrasi Sempozyumu",Görüntü,image/jpg,tr,http://www.tmmob.org.tr,,Akademik,Konferans ve Bildiriler
208,konferans.jpg,,18. Yüzyılda Karadeniz Bölgesinde Ticari İlişkilerin Yapısı,Mehmet Genç Gönüllüsü,1990-10,18. Yüzyılda Karadeniz Bölgesinde Ticari İlişkilerin Yapısı,Konferans;Ticaret;Bölgeler;Karadeniz;Yüzyıllar;18.Yy,"Ukrayna,Kiev",50.54203836,30.51845355,MG-208,,Görüntü,image/jpg,tr,,,Akademik,Konferans ve Bildiriler
196,konferans.jpg,,Main Trends in the Ottoman Economy in the Eighteenth Century,Mehmet Genç Gönüllüsü,1990-11,Main Trends in the Ottoman Economy in the Eighteenth Century,Konferans;İktisat;Yüzyıllar;18.Yy,"ABD,Cambridge,MA;Harvard University",42.37685956,-71.11670659,MG-196,Harvard University,Görüntü,image/jpg,eng,https://www.harvard.edu,,Akademik,Konferans ve Bildiriler
197,konferans.jpg,,Main Trends in the Ottoman Economy in the Eighteenth Century,Mehmet Genç Gönüllüsü,1990-11,Main Trends in the Ottoman Economy in the Eighteenth Century,Konferans;İktisat;Yüzyıllar;18.Yy,"ABD,New York;Columbia University",40.68361921,-73.88280447,MG-197,Columbia University,Görüntü,image/jpg,eng,https://www.columbia.edu,,Akademik,Konferans ve Bildiriler
207,konferans.jpg,,Ottoman Industry in the Eighteenth Century,Mehmet Genç Gönüllüsü,1990-11,Ottoman Industry in the Eighteenth Century,Konferans;İktisat;Sanayi;Yüzyıllar;18.Yy,"ABD,Binghamton;State University of New York",42.0895226,-75.9693594,MG-207,"State University of New York, Binghamton, International Conference on Manifacturing in the Ottoman Empire and Turkey 1500-1900",Görüntü,image/jpg,eng,https://www.binghamton.edu,,Akademik,Konferans ve Bildiriler
205,konferans.jpg,,Sources Ottomanes sur le Commerce Intérieur et Exteriéur des Ports de la Mediterranée Orientale,Mehmet Genç Gönüllüsü,1991-11-29,Sources Ottomanes sur le Commerce Intérieur et Exteriéur des Ports de la Mediterranée Orientale,Konferans;Ticaret;İç Ticaret;İhracat;Tarihçilik;Kaynaklar;Arşiv;Bölgeler;Doğu Akdeniz,Fransa;CNRS;L'Université d'Aix-Marseille,46.66264567,2.237142037,MG-205,"CNRS, L'Université d'Aix-Marseille, Echanges Maritimes et Contacts Eocio-economiques en Mediterranée et Mers Proches",Görüntü,image/jpg,fr,,,Akademik,Konferans ve Bildiriler
203,konferans.jpg,,Relation Between Ottoman Economic Structure and State Policy,Mehmet Genç Gönüllüsü,1991-12-03,Relation Between Ottoman Economic Structure and State Policy,Konferans;İktisat;İktisadi Yapı;Devlet,"Yunanistan,Atina",38.03419954,23.74015979,MG-203,National Secientific Foundation,Görüntü,image/jpg,eng,,,Akademik,Konferans ve Bildiriler
124,konferans.jpg,,Onsekizinci Yüzyılda Osmanlı İmparatorluğunun İktisadi Durumu,Mehmet Genç Gönüllüsü,1992-05-11,Onsekizinci Yüzyılda Osmanlı İmparatorluğunun İktisadi Durumu,Konferans;İktisat;İktisadi Durum;Yüzyıllar;18.Yy,"Ankara,Çankaya;Bilkent Üniversitesi",39.87486848,32.74743344,MG-124,Bilkent Üniversitesi,Görüntü,image/jpg,tr,https://w3.bilkent.edu.tr/www/,,Akademik,Konferans ve Bildiriler
